,id,timestamp,permalink,media_url,like_count,saved,reach,impressions,engagement,caption
0,17996687311808013,2023-06-09T09:30:00+0000,https://www.instagram.com/p/CtTg1i4ppwo/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/352515739_1215416472381892_1220971361326073869_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=qoTLP19YdMQAX_gh0TW&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfB45WaBvwQIyunJ5ByaFnkXZeoutcBc44nV7_wTcxcrxw&oe=64892BCD,24,0,143,159,24,"---
------
◽︎Jacket : #lardini 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #dior #christiandior 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
1,18009590089669016,2023-06-07T09:30:00+0000,https://www.instagram.com/p/CtLyb6drMPn/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/352239707_287994463570118_5583029355168137930_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=60SEcP-49RcAX_IiNgW&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfD7USernYzz6ZhBUKoQs5zPnTlwBDxK2AX8AvujrvM-5g&oe=6489D2EC,73,3,264,275,79,"---
------
◽︎Jacket : #beamsf 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #gierremilano 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
2,18031813213503721,2023-06-05T09:30:00+0000,https://www.instagram.com/p/CtGoyQHLLtR/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/351264898_2466620786837271_1401784507977931911_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=B6WW9A-UWecAX_Bpl5i&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAk1ms1EUrwgG7NTioDLafCmRq42o0EEUip_4Ho2maL3w&oe=648985F7,63,1,236,248,67,"---
------
◽︎Jacket : #lardini 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #beamsf 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
3,18005121412787276,2023-05-31T09:30:00+0000,https://www.instagram.com/p/Cs0nUVaryCi/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348834060_571010581836434_5684940330810089348_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=VQALOSoCcUoAX9Qe8If&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCx9CCOGmKPKWoG5_jhkWvoq5fnl_qoMqZy5J-3bh4Vxw&oe=64892536,72,1,202,218,76,"---
------
◽︎Jacket : #beamsf 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #tieyourtie 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
4,17880368870857555,2023-05-29T09:30:00+0000,https://www.instagram.com/p/Cs0nUk8L20t/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/349222201_598713035571964_1946171394410937830_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=92j2nf3YPMYAX-F685l&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAmoq5xRib3vBLRo8mQS3efKD5JYZftSxx_HXlcXAeBHQ&oe=64889288,65,0,213,231,69,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #hankyumens 
◽︎Tie : #onlypremiotokyo
◽︎Watch : #rolex #rolexexplorer2
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
5,18010434379633055,2023-05-27T03:30:00+0000,https://www.instagram.com/p/Csu0f3ULSRd/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348852100_772799874221229_4415563713068412493_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mU6eOTUL1G8AX-PBWU3&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDvxyfBuRu2GgEAeWCCV9rBhcOt5nBl44URgH4fh04_xw&oe=6489A37D,60,1,230,260,61,"---
紫陽花咲いてる季節です
------
◽︎Shirts : #edifice 
◽︎Bottoms : #uniqlo
◽︎Watch : #rolex #rolexexplorer1 
◽︎Sandals : #L/UCCA #lucca 
------
#mensfashion #mensstyle #menswear #mensfashionpost #styling #fashion #fashionista #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #カジュアルコーデ
#メンズカジュアル #dayoff #dayoffwellspent
#休日コーデ
#あじさい　#紫陽花"
6,17962398962524619,2023-05-25T09:30:00+0000,https://www.instagram.com/p/CsqUDvILfBA/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348651093_798646468121972_1291812547224470073_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=izMY0tVDCfIAX8jAlxI&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCMcgBcUw7qi_fXXlSK_OCBh99wGg-t5-VpFyWhc8Peyg&oe=64899CE9,74,1,273,299,75,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #thomasmason 
◽︎Tie : #kuska
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
7,18265673275182451,2023-05-24T09:30:00+0000,https://www.instagram.com/p/CsnvV1kvlqW/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/348342171_154007227644658_7157946234107334253_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2TXTdaC0BYgAX_S5vgh&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfB57e-8tsh7UOsSYoPKu9WDY0Qo0zkzTMpDPG4zThfPuA&oe=648A0293,59,0,229,256,59,"---
------
◽︎Jacket : #unitedarrows 
◽︎Long Sleeve T : #orchival 
◽︎Pocket Square : #kamakurashirts 
◽︎Watch : #rolex #rolexexplorer1
------

#mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ男子 #スーツ女子 #スーツ好き"
8,18065947474383078,2023-05-18T09:30:00+0000,https://www.instagram.com/p/CsYSj1ir8Bd/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/347432775_644457364166999_4707025916211973750_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=RVltK2IUuNoAX9E-n4V&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDG9rSsmnTi9H8aDI0BcQ0jFyczRYTgKsT74DSKS0YucA&oe=648A08B7,81,3,288,319,84,"---
------
◽︎Jacket : #beamsf 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #dior #christiandior 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#スーツ好き　#スーツ女子 #スーツ男子"
9,17874336896877998,2023-05-10T09:30:00+0000,https://www.instagram.com/p/CsDsLOQrbWy/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/345272868_3369616933300312_4214183029526306179_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=e11gN0QxtG4AX-WCvuo&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBu9C0qcQqWdNcuKiDdG61Y5s2TpOMaqC4o0NFq4ER3Ag&oe=64898513,106,0,352,395,112,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #brooksbrothers 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook  #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
10,17965547330434986,2023-05-08T09:30:00+0000,https://www.instagram.com/p/Cr-ihmwrBtT/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/345421459_2106495786207648_2015647786943189086_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=bqo5ZITINYwAX9rGMiO&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDqcdSBtQf7G2CA5h3Z8g8aR5hJqL5uSivdjgoQnxDbug&oe=6489A3C0,112,1,357,401,120,"---
------
◽︎Suits : #beamsf 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #gierremilano 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #menswear #mensfashionpost #ootd #ootdmens
#mensclothing #menslook  #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
11,18186058660266444,2023-05-05T09:30:00+0000,https://www.instagram.com/p/CrvFy-zLbo7/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/343767610_197773856396553_1849724025567579355_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=GevLxg5boKgAX-l6lSJ&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDZdu0gdTUCtBHt0AtUsA5AJD6jbThnUmFzph_MwEbNVw&oe=64894CB0,93,0,291,323,95,"---
------
◽︎Suits : #unitedarrows #greenlabelrelaxing 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #dior #christiandior 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
12,17981825161967641,2023-05-04T09:30:00+0000,https://www.instagram.com/p/Cr0PdHup_Xa/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/345012302_1023627808620915_7960764446685913529_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=oyYelE5cz40AX9n6Eju&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDOk3hSBCfFTI9Jbta-TuCtB3cDolASHZ5fUkebuteFwQ&oe=648A0526,98,0,584,616,105,"---
父の時計
------
#rolex #rolexgmtmaster 
#ロレックス #gmtmaster 
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション
#時計好き #時計好きな人と繋がりたい"
13,17992966069785815,2023-05-03T09:30:00+0000,https://www.instagram.com/p/CrvFzVnr1qb/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/344487746_1733533713827005_6425469294430970409_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=3wwdOLfBHDYAX8iYSXL&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDt-PSAzy-WJPi5JLsRADT8O-KLTrYJdH9mKLtrFZp1sQ&oe=6489DE83,108,6,443,470,115,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #hankyumens 
◽︎Spuare #hankyumens 
◽︎Watch : #rolex #rolexexplorer2
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
14,17974722560215754,2023-05-02T09:30:00+0000,https://www.instagram.com/p/Cr0PXL2LIdk/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/344102557_1235872590399631_6661120679797625372_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ZqMyrlNs8hsAX_AZ1OX&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDpFZqXYyr75a2Z42Z4iTG5hJxYTy9S7CUMhSVzeHwxVg&oe=64897DFF,84,1,413,482,85,"---
------
◽︎Tops : #edifice #avancer 
◽︎Bottoms : #stevenalan 
◽︎Watch : #rolex #rolexexplorer1 
◽︎Shoese : #hiroshitsubouchi 
------
#mensfashion #mensstyle #menswear #mensfashionpost #styling #fashion #fashionista #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #カジュアルコーデ
#メンズカジュアル #dayoff #dayoffwellspent 
#休日コーデ"
15,17998017016835519,2023-05-01T09:30:00+0000,https://www.instagram.com/p/CrshBJzr1g9/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/343759924_6317307881624640_6891488316068366002_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=hF4wxTIuVPUAX92HGDc&_nc_oc=AQlKSU7CBlmN1xbYBIXXvLEQfuOSzN2FpBNXOc4THXZUp5h4OnPE7mzqkFGteErt648&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfAg8CVikh-r7LUNegB8owdEpDw06FcS-Tn-cwXQYfY-Hg&oe=648885F7,74,1,301,343,75,"---
本当は連休にしたかったんですが、少しお仕事。
今日はシンプルに。
------
◽︎Jacket : #lardini 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #kuska 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
16,18356028925053534,2023-04-27T09:30:00+0000,https://www.instagram.com/p/CrkymADrCAZ/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/342874040_947486906442656_8768479097176774372_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=yBvq8rVTk-0AX91ApQ6&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCMQnSjv0tCA1k3wXKSbpxf4ycQK1lkz6ARu-z7bccr9w&oe=648A0D40,94,2,361,386,96,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #tieyourtie 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
17,18056555143403921,2023-04-26T09:30:00+0000,https://www.instagram.com/p/CrfpDdxLtal/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/342730077_178184245134969_1298423934872712867_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=AXC_aUCAl74AX-WVVz0&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCMKkD_Faw7NP501U1gPXjbUPa0cMalPy8uFm-blfwuig&oe=6489B999,72,1,294,321,73,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #kamakurashirts 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
18,18358608613016133,2023-04-25T09:30:00+0000,https://www.instagram.com/p/CrafgO1vTPt/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/342725994_3518576655026972_2711699036367710863_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=KUCLhUUt5fkAX-W5A2P&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfCNK17GVffScgjdebC2SIYj9XeQmGuE-MlSkKQ6k9y1lQ&oe=6489B5A2,67,0,254,284,68,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #beamsf 
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
19,18083207689341792,2023-04-24T09:30:00+0000,https://www.instagram.com/p/CrdESGqLHh5/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/343264555_206497642101119_5637220678052113495_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wSAQDaTT_sUAX8nzQYa&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfApKw8Hons4jmVPe8-dK5JasPi9z6HAmNuqTlMsP-mczA&oe=648A094A,85,2,342,383,87,"---
------
◽︎Suits : #unitedarrows #greenlabelrelaxing 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #gierremilano 
◽︎Watch : #rolex #rolexexplorer1
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
20,17987147557961392,2023-04-23T09:30:00+0000,https://www.instagram.com/p/CrX6r6kLnnG/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/342383064_197504059750457_1079238059335862702_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=UFAa8Lkuiv0AX-FeTV6&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfBouWEqk3r07sddch44BmocE1RCQomSA0EMOm-qOvGVEA&oe=6489FE34,78,0,361,413,78,"---
たまにカジュアル
近所にもりもりツツジが咲いてました
------
◽︎Tops : #orchival 
◽︎Bottoms : #tomorrowland 
◽︎Watch : #rolex #rolexexplorer1 
◽︎Shoese : #converse #converseaddict #chacktaylor 
------
#mensfashion #mensstyle #menswear #mensfashionpost #styling #fashion #fashionista #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #カジュアルコーデ
#メンズカジュアル #dayoff
#休日コーデ"
21,18279319102141506,2023-04-22T09:30:00+0000,https://www.instagram.com/p/CrVV237LJ_f/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/342379150_1278994292997193_232734223162328464_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=aPgbEpjyus4AX-rBYM4&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfA4EcbDK_nWC9gw3mRCVzvPyXzaz4VYwBmpUgU2DSTxjQ&oe=6489910B,73,1,275,302,74,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #onlypremio 
◽︎Watch : #rolex #rolexexplorer2
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
22,18019371583557456,2023-04-18T09:35:00+0000,https://www.instagram.com/p/CrLDPBvrxMY/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/330231969_265853779118007_1858818212071415880_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=LrPhwCNaUx4AX_eKbvk&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfDla6OigQ2Ri3Q46H_5CA3NxvQsgg0W9eDpUW2efVhm5w&oe=648867C1,68,2,333,344,71,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #thomasmason 
◽︎Tie : #christiandior #dior 
◽︎Watch : #rolex #rolexexplorer1 
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
23,18353153011002553,2023-04-17T09:30:00+0000,https://www.instagram.com/p/CrId8DtLh5Z/,https://scontent-nrt1-2.cdninstagram.com/v/t51.29350-15/341582041_1168833527132751_4548875128656162959_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=GdRJzA8AJGQAX_r4mpJ&_nc_ht=scontent-nrt1-2.cdninstagram.com&edm=AL-3X8kEAAAA&oh=00_AfB9kuBfm6gAxwddOeyt6qIV7Qc-kM0Kt6yVulKmKXCLkA&oe=64896355,72,1,281,308,73,"---
------
◽︎Jacket : #unitedarrows 
◽︎Shirts : #kamakurashirts 
◽︎Tie : #gierremilano 
◽︎Watch : #rolex #rolexexplorer1 
------

#mensfashion #mensstyle #menswear #mensfashionpost #styling #ootd #ootdmens
#mensclothing #menslook #fashionstyle #ファッションスナップ #ファッションポスト #メンズスナップ #ビジネスコーデ #オフィスコーデ 
#スーツスタイル #メンズスーツ
#ドレスコーデ #メンズドレス
#スーツコーデ #ドレスファッション"
